Compound,Date,Negative,Neutral,Newsfeed,Positive,Text,Tweets Ago
0.0,Wed Sep 26 01:41:36 +0000 2018,1.0,0.0,@cnnbrk,0.0,"Delta's online systems are back up and running after a brief outage, the airline said https://t.co/dEETWshqew https://t.co/bXDO6ldwZY",59
0.0,Wed Sep 26 01:18:01 +0000 2018,1.0,0.0,@cnnbrk,0.0,"Delta Air Lines issued a groundstop on Tuesday due to a system outage, according to a statement on the airline's we… https://t.co/yMFmxMJAGD",60
0.4767,Wed Sep 26 00:04:29 +0000 2018,0.853,0.0,@cnnbrk,0.147,"The Senate Intelligence Committee subpoenas Randy Credico, who former Trump adviser Roger Stone says was his link t… https://t.co/Go1PU5qBGo",61
-0.1027,Tue Sep 25 22:47:18 +0000 2018,0.92,0.08,@cnnbrk,0.0,"The Senate Judiciary Committee will vote on Brett Kavanaugh's nomination Friday, a day after questioning a woman wh… https://t.co/44v0OpADA4",62
-0.4215,Tue Sep 25 19:02:25 +0000 2018,0.859,0.141,@cnnbrk,0.0,"Judge Steven O'Neill denies bail to Bill Cosby, according to a tweet from the Montgomery County District Attorney's… https://t.co/pCRXoGXnlH",63
-0.802,Tue Sep 25 18:17:08 +0000 2018,0.631,0.369,@cnnbrk,0.0,Bill Cosby is sentenced to three to 10 years in state prison for sexual assault. https://t.co/ZdHvogvJPg https://t.co/wSZTVUmrvB,64
0.743,Tue Sep 25 17:19:03 +0000 2018,0.733,0.0,@cnnbrk,0.267,The UK Labour party votes in favor of a policy that would allow for a new public vote on Brexit if Prime Minister M… https://t.co/TJIRI6KzwA,65
-0.5994,Tue Sep 25 16:34:04 +0000 2018,0.813,0.187,@cnnbrk,0.0,"A judge determines Bill Cosby is a ""sexually violent predator"" who must register with police. Follow live updates a… https://t.co/c8OYZHm0xV",66
0.4939,Tue Sep 25 15:11:55 +0000 2018,0.849,0.0,@cnnbrk,0.151,President Trump draws audible laughs during his UN speech with boast that his administration has achieved more than… https://t.co/3kSalbnuzQ,67
0.0,Tue Sep 25 14:35:24 +0000 2018,1.0,0.0,@cnnbrk,0.0,"RT @CNNPolitics: “I have much personal correspondence with Chairman Kim,” Trump says of his relationship with North Korean leader Kim Jong…",68
0.0,Tue Sep 25 14:33:38 +0000 2018,1.0,0.0,@cnnbrk,0.0,"President Trump says Iran wants to meet with him but its leaders have to ""change their tune"" first. Follow live upd… https://t.co/9Tdubx7Yey",69
-0.3182,Tue Sep 25 13:41:34 +0000 2018,0.901,0.099,@cnnbrk,0.0,RT @CNNMoney: Dow opens 60 points higher. Nasdaq trades flat. Facebook falls 2% as Instagram co-founders exit. General Electric loses 2% to…,70
0.0,Tue Sep 25 13:25:30 +0000 2018,1.0,0.0,@cnnbrk,0.0,"The White House is open to having Brett Kavanaugh's second accuser testify on Thursday, Sarah Sanders says. Follow… https://t.co/aCyJdUsJgV",71
-0.5994,Tue Sep 25 13:05:35 +0000 2018,0.795,0.205,@cnnbrk,0.0,Bill Cosby arrives at a Pennsylvania court where he is expected to be sentenced today in his sexual assault case. F… https://t.co/TlirXcxYVR,72
0.34,Tue Sep 25 12:00:00 +0000 2018,0.888,0.0,@cnnbrk,0.112,Michael Kors gains a foothold in the world of elite European fashion by striking a $2.1 billion deal to buy Versace… https://t.co/a02uLxYlN1,73
-0.7579,Tue Sep 25 11:32:10 +0000 2018,0.745,0.255,@cnnbrk,0.0,A suspect is in custody and an investigation is underway after a US diplomat was found dead at home Friday in Madag… https://t.co/NI1CKbL56s,74
-0.6808,Tue Sep 25 06:01:16 +0000 2018,0.694,0.306,@cnnbrk,0.0,A Louisiana soldier was sentenced to 11 years in prison for constructing and detonating a chemical weapon last year… https://t.co/DizSiOgMnd,75
0.4588,Mon Sep 24 23:36:45 +0000 2018,0.864,0.0,@cnnbrk,0.136,"US Air Force awards $2.38 billion contract to Boeing for new helicopters to replace the Vietnam-era ""Hueys"" that ha… https://t.co/4hWnYoOi1R",76
0.0,Mon Sep 24 21:58:28 +0000 2018,1.0,0.0,@cnnbrk,0.0,"Thousands of people in Georgetown, SC, were told to evacuate ahead of historic flooding in an area where multiple r… https://t.co/NldERoTebH",77
-0.6249,Mon Sep 24 20:21:58 +0000 2018,0.819,0.181,@cnnbrk,0.0,RT @CNNMoney: Dow falls 181 points on trade worries. S&amp;P 500 drops 0.4%. Nasdaq inches higher. Michael Kors loses 8% on report that it’s ne…,78
0.7351,Mon Sep 24 18:43:36 +0000 2018,0.733,0.0,@cnnbrk,0.267,"Supreme Court nominee Brett Kavanaugh lashes out at ""smears"" after a new allegation emerges, and makes clear that h… https://t.co/Ls2bUGcq6G",79
-0.7184,Mon Sep 24 17:33:39 +0000 2018,0.727,0.273,@cnnbrk,0.0,"Amber Guyger, the Dallas police officer charged with fatally shooting a man inside his apartment, is terminated aft… https://t.co/5gA55B6YVa",80
0.0,Mon Sep 24 17:08:34 +0000 2018,1.0,0.0,@cnnbrk,0.0,President Trump will meet with Deputy Attorney General Rosenstein on Thursday. Follow live updates:… https://t.co/R4mSq8WtaY,81
0.0,Mon Sep 24 16:23:23 +0000 2018,1.0,0.0,@cnnbrk,0.0,Deputy Attorney General Rod Rosenstein has finished meeting with chief of staff Kelly at the White House. Follow li… https://t.co/C0eHqJjlFG,82
0.2023,Mon Sep 24 15:10:08 +0000 2018,0.909,0.0,@cnnbrk,0.091,"Deputy Attorney General Rosenstein, the top official overseeing the Mueller probe, is headed to the White House and… https://t.co/ArFOcUbVus",83
-0.6597,Mon Sep 24 14:25:04 +0000 2018,0.748,0.252,@cnnbrk,0.0,Bill Cosby is in court for his sentencing hearing after April's sexual assault conviction. Follow live updates:… https://t.co/NMF7kTBvJV,84
0.0,Mon Sep 24 11:58:09 +0000 2018,1.0,0.0,@cnnbrk,0.0,RT @CNNMoney: SiriusXM is buying Pandora in a $3.5 billion deal https://t.co/0tkzweEBbf https://t.co/oUVn1dEQQp,85
-0.4588,Mon Sep 24 09:07:05 +0000 2018,0.688,0.21,@cnnbrk,0.101,Rescuers saved a yachtsman hit by a storm that left him badly injured with his boat drifting at sea for more than t… https://t.co/cXQt8gfv1q,86
0.765,Sun Sep 23 21:59:57 +0000 2018,0.694,0.0,@cnnbrk,0.306,Tiger Woods wins his first PGA tournament since 2013 with a victory in the Tour Championship https://t.co/mUEJmpwxSZ https://t.co/CQdgPL1b4i,87
0.0,Sun Sep 23 20:10:59 +0000 2018,1.0,0.0,@cnnbrk,0.0,A New Zealand supermarket chain is removing some Australian strawberries after needles were found in a container bo… https://t.co/00A4j8rfP1,88
0.4939,Sun Sep 23 19:50:22 +0000 2018,0.842,0.0,@cnnbrk,0.158,"An ""exceptionally rare"" two-headed copperhead snake was found in Virginia. Wildlife experts are caring for it, and… https://t.co/H8t96KIGq4",89
-0.4588,Sun Sep 23 19:06:22 +0000 2018,0.87,0.13,@cnnbrk,0.0,"Pirates attacked a Swiss cargo ship off the coast of Nigeria and took 12 crew members hostage, the ship's owner say… https://t.co/KpTUqasIau",90
0.1621,Sun Sep 23 18:13:13 +0000 2018,0.917,0.0,@cnnbrk,0.083,Texas officials found almost $18 million worth of cocaine hidden inside a shipment of bananas donated to the prison… https://t.co/GO42wNJCMQ,91
-0.7184,Sun Sep 23 17:20:55 +0000 2018,0.727,0.273,@cnnbrk,0.0,"Christine Blasey Ford, who accused Brett Kavanaugh of sexual assault, will testify Thursday before the Senate Judic… https://t.co/JibeGJ6tVt",92
0.3818,Sun Sep 23 13:55:48 +0000 2018,0.874,0.0,@cnnbrk,0.126,"CNN’s Jake Tapper: “Doesn’t Kavanaugh have the same presumption of innocence as anyone else in America?”

Sen. Mazi… https://t.co/mU5jbWvwNW",93
0.5563,Sun Sep 23 13:40:32 +0000 2018,0.854,0.0,@cnnbrk,0.146,"“She’s coming forward and very bravely saying, ‘I will tell my story,’ so I’m going to do everything I can to make… https://t.co/0xuQeDKxtn",94
0.4215,Sun Sep 23 13:31:43 +0000 2018,0.877,0.0,@cnnbrk,0.123,US Ambassador to the UN Nikki Haley on the progress of North Korea denuclearization: “It is a major step that they… https://t.co/Y5V1tarLbY,95
0.0,Sun Sep 23 13:26:56 +0000 2018,1.0,0.0,@cnnbrk,0.0,US Ambassador to the UN Nikki Haley says the Ford hearing should happen “swiftly and quickly”: “Every accuser deser… https://t.co/eliDTNaMRR,96
0.34,Sun Sep 23 01:22:22 +0000 2018,0.882,0.0,@cnnbrk,0.118,A proposed Homeland Security rule would make immigrants ineligible for visas or green cards if they are found likel… https://t.co/BGRofpOu5s,97
0.0,Sat Sep 22 20:58:18 +0000 2018,1.0,0.0,@cnnbrk,0.0,A former Trump official who claimed not to know about talks between Michael Flynn and Russia's ambassador has chang… https://t.co/r2IjOY9OWt,98
-0.5859,Sat Sep 22 19:10:13 +0000 2018,0.826,0.174,@cnnbrk,0.0,Christine Blasey Ford's lawyers say she will speak to a Senate panel next week about her sexual assault allegation… https://t.co/aqMvUJkcPO,99
-0.3818,Sat Sep 22 18:45:01 +0000 2018,0.833,0.167,@cnnbrk,0.0,Comcast outbids 21st Century Fox in the nearly two-year battle for Sky https://t.co/Lq7xfqRD86 https://t.co/sAUQn3b2AY,100
-0.5267,Sun Sep 30 20:43:00 +0000 2018,0.645,0.355,@FoxNews,0.0,"US ambassador accuses China of 'bullying' with 'propaganda ads'
https://t.co/wHGemLmgxh",1
-0.3182,Sun Sep 30 20:35:00 +0000 2018,0.85,0.15,@FoxNews,0.0,"Sen. @TomCottonAR says @SenFeinstein will be investigated over leaked letter by Kavanaugh accuser.
https://t.co/1GBAnjxyF4",2
0.508,Sun Sep 30 20:30:00 +0000 2018,0.853,0.0,@FoxNews,0.147,"Inside the Kavanaugh confirmation! More on the impact, next steps, and what this means for America! Live special pr… https://t.co/pmMxpTxMNx",3
-0.7717,Sun Sep 30 20:26:00 +0000 2018,0.511,0.489,@FoxNews,0.0,"Florida K-9 officer shot, killed chasing carjacking suspect.
https://t.co/RyFgcwjkRJ",4
0.0,Sun Sep 30 20:16:01 +0000 2018,1.0,0.0,@FoxNews,0.0,"President @realDonaldTrump's new strategy 'is working,' Afghan leader says.
https://t.co/BZbnrwfxwp",5
0.5773,Sun Sep 30 20:06:11 +0000 2018,0.762,0.0,@FoxNews,0.238,North Carolina's first alligator hunt in 40 years to end without a kill. https://t.co/p1x7YfZkiM,6
0.0,Sun Sep 30 19:55:15 +0000 2018,1.0,0.0,@FoxNews,0.0,"Pakistan open to Afridi talks with US, foreign minister says.
https://t.co/50PAdcar1f",7
0.0,Sun Sep 30 19:42:00 +0000 2018,1.0,0.0,@FoxNews,0.0,"Sen. @amyklobuchar says Trump administration cannot limit scope of the FBI's Kavanaugh investigation.
https://t.co/SBNT8WenaO",8
0.5919,Sun Sep 30 19:35:00 +0000 2018,0.788,0.0,@FoxNews,0.212,"TODAY: Don't miss Kentucky Gov. @MattBevin on ""Life, Liberty and Levin"" hosted by @marklevinshow. Tune in at 11p ET… https://t.co/51LMJNSsnr",9
0.0772,Sun Sep 30 19:26:09 +0000 2018,0.942,0.0,@FoxNews,0.058,".@PressSec on if the formal White House daily briefings will end: ""We talk to the press in a number of different wa… https://t.co/2fcBpPkjcN",10
0.0,Sun Sep 30 19:19:09 +0000 2018,1.0,0.0,@FoxNews,0.0,".@PressSec on if @POTUS will shutdown the government over wall funding: ""We'll have to wait and see what happens."" https://t.co/zKNisvjiN5",11
-0.2732,Sun Sep 30 19:14:22 +0000 2018,0.602,0.241,@FoxNews,0.157,".@PressSec: ""For the people that claim to champion women, Democrats have exploited Dr. Ford. They've exploited this… https://t.co/ubf5fOcKLZ",12
0.0,Sun Sep 30 19:10:22 +0000 2018,1.0,0.0,@FoxNews,0.0,".@PressSec on reports of administration dictating terms of Kavanaugh FBI investigation: ""The White House is not mic… https://t.co/tFyDKjs1F6",13
-0.4019,Sun Sep 30 18:55:47 +0000 2018,0.838,0.162,@FoxNews,0.0,"Disabled man, 60, fights to keep Pennsylvania home as community rallies to raise funds. https://t.co/REZy9s9TMI",14
0.0,Sun Sep 30 18:30:00 +0000 2018,1.0,0.0,@FoxNews,0.0,"Elderly, 'feisty' white-cheeked Gibbon dies at the Smithsonian's National Zoo https://t.co/Sh9Btr4L4Z",15
0.0,Sun Sep 30 18:15:00 +0000 2018,1.0,0.0,@FoxNews,0.0,".@LindseyGrahamSC rips Dems on Kavanaugh, says he'll 'get to the bottom of' FBI probe https://t.co/yewTiCbLaL https://t.co/Gr2LE5aid9",16
0.0,Sun Sep 30 18:00:00 +0000 2018,1.0,0.0,@FoxNews,0.0,Deaths of 'zombie' raccoons continue in Central Park https://t.co/szgtWR8AjM,17
0.1477,Sun Sep 30 17:56:00 +0000 2018,0.919,0.0,@FoxNews,0.081,".@anitakumar01: ""They really do want Canada involved, and so that's why you're seeing them make this last-minute pu… https://t.co/JdL2hMP12T",18
-0.7096,Sun Sep 30 17:50:01 +0000 2018,0.576,0.424,@FoxNews,0.0,Kellyanne Conway speaks out: 'I'm a victim of sexual assault' https://t.co/BMYXo1buiy,19
0.6597,Sun Sep 30 17:45:00 +0000 2018,0.735,0.0,@FoxNews,0.265,'Join Me in an Elevator Any Time': Flake Booed at Global Citizen Festival After Kavanaugh Hearing https://t.co/Hts0tS3q0E,20
0.3182,Sun Sep 30 17:40:00 +0000 2018,0.905,0.0,@FoxNews,0.095,Jonathan Wachtel: “We also have to make sure that we don’t alienate our ally because Saudi Arabia is on the front l… https://t.co/qkIqFE08om,21
0.3182,Sun Sep 30 17:30:00 +0000 2018,0.85,0.0,@FoxNews,0.15,Huge shark swims by scientists in Atlantic as they discover colorful new fish https://t.co/OYYQw9kPTk,22
-0.4019,Sun Sep 30 17:12:49 +0000 2018,0.838,0.162,@FoxNews,0.0,"Disabled man, 60, fights to keep Pennsylvania home as community rallies to raise funds https://t.co/REZy9s9TMI",23
-0.4019,Sun Sep 30 17:00:00 +0000 2018,0.732,0.176,@FoxNews,0.093,"Christopher Scalia: “On a general level, he wouldn’t be terribly surprised about the intensity surrounding this Sup… https://t.co/fKu4Tujxyx",24
0.34,Sun Sep 30 16:57:51 +0000 2018,0.833,0.0,@FoxNews,0.167,'A Profound Cultural Moment': @charliekirk11 Applauds Kanye West's Pro-Trump Speech on 'SNL' https://t.co/pvqgJX2C4x,25
0.0,Sun Sep 30 16:40:18 +0000 2018,1.0,0.0,@FoxNews,0.0,.@CLewandowski_: “This isn’t a victory for anybody.” #MediaBuzz https://t.co/N5JSobPN4m,26
0.0,Sun Sep 30 16:30:00 +0000 2018,1.0,0.0,@FoxNews,0.0,'Where Is Your Integrity?' Pirro Rips Dems for 'Hypocrisy' in Kavanaugh Hearing https://t.co/ZjFBXNsQkR,27
0.508,Sun Sep 30 16:25:00 +0000 2018,0.853,0.0,@FoxNews,0.147,"Inside the Kavanaugh confirmation! More on the impact, next steps, and what this means for America! Live special pr… https://t.co/vLIIHAdJjm",28
0.0,Sun Sep 30 16:15:00 +0000 2018,1.0,0.0,@FoxNews,0.0,".@LindseyGrahamSC rips Dems on Kavanaugh, says he'll 'get to the bottom of' FBI probe https://t.co/39N4uWDkD6",29
-0.4588,Sun Sep 30 16:11:53 +0000 2018,0.824,0.176,@FoxNews,0.0,‘They’ve exploited this process’: @PressSec tells ‘@FoxNewsSunday’ the Democrats’ handling of the Kavanaugh accusat… https://t.co/UQvtjtXEr1,30
0.0941,Sun Sep 30 16:01:00 +0000 2018,0.853,0.065,@FoxNews,0.082,TODAY: Don't miss @PressSec's exclusive interview on @FoxNewsSunday. Tune in at 2p and 7p ET on Fox News Channel! https://t.co/1JG0SYM0ZU,31
-0.6486,Sun Sep 30 15:55:00 +0000 2018,0.699,0.301,@FoxNews,0.0,"Allentown, Pennsylvania, vehicle explosion leaves at least 1 dead, officials say https://t.co/y9r0rSF2q7",32
0.6369,Sun Sep 30 15:50:00 +0000 2018,0.811,0.0,@FoxNews,0.189,Peter Navarro: “President Donald J. Trump has very quietly been putting together the best performance on the econom… https://t.co/ZGyHDVeJvd,33
0.0,Sun Sep 30 15:45:00 +0000 2018,1.0,0.0,@FoxNews,0.0,.@TGowdySC: “Rod deserves to be heard out.” #SundayFutures @MariaBartiromo https://t.co/rtjUJ4qssL,34
0.0,Sun Sep 30 15:31:00 +0000 2018,1.0,0.0,@FoxNews,0.0,US flag seen shredded by Hurricane Florence being auctioned for Red Cross https://t.co/CoDfGbUi08,35
0.0,Sun Sep 30 15:12:13 +0000 2018,1.0,0.0,@FoxNews,0.0,".@LindseyGrahamSC: “I’m a bipartisan guy, I will continue to be. But when it comes to judicial nominees nominated b… https://t.co/Gq7BJXWT3F",36
0.5413,Sun Sep 30 15:06:35 +0000 2018,0.8,0.0,@FoxNews,0.2,.@LindseyGrahamSC: “I’m highly confident he will be confirmed. He deserves to be confirmed.” #SundayFutures… https://t.co/FLvE0VXlFJ,37
0.0,Sun Sep 30 15:00:01 +0000 2018,1.0,0.0,@FoxNews,0.0,.@FLOTUS departs for Africa Monday https://t.co/w527lNUdO8,38
0.0,Sun Sep 30 14:52:51 +0000 2018,1.0,0.0,@FoxNews,0.0,".@LindseyGrahamSC: “I think I spoke in a way that a lot of Republicans, at least, could relate to.” #SundayFutures… https://t.co/zWZzOlfjMz",39
0.2023,Sun Sep 30 14:45:00 +0000 2018,0.878,0.0,@FoxNews,0.122,.@GOPLeader: “How do we equal the playing field? Results versus resistance.” #SundayFutures @MariaBartiromo https://t.co/FyIJY6Nna4,40
0.0,Sun Sep 30 14:35:01 +0000 2018,1.0,0.0,@FoxNews,0.0,New SCOTUS term starts tomorrow https://t.co/yA750dvbyl,41
-0.4404,Sun Sep 30 14:20:22 +0000 2018,0.638,0.264,@FoxNews,0.098,"Tom Homan on @foxandfriends: “What is the downside in securing the border? There is no downside on this."" https://t.co/6qtvwyRu1H",42
0.0,Sun Sep 30 14:13:26 +0000 2018,1.0,0.0,@FoxNews,0.0,.@GriffJenkins is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/c0RFDYcgtu,43
-0.3182,Sun Sep 30 14:11:00 +0000 2018,0.881,0.119,@FoxNews,0.0,"TONIGHT: @benshapiro breaks down the Kavanaugh accusations, the hearings and D.C. hypocrisy on the second edition o… https://t.co/EGvTZt7FzH",44
0.4767,Sun Sep 30 14:04:27 +0000 2018,0.806,0.0,@FoxNews,0.194,Tom Homan on @foxandfriends: “I know there’s a presumption of innocence in this country. That’s what the legal syst… https://t.co/pnE397n5zb,45
-0.2023,Sun Sep 30 14:00:00 +0000 2018,0.847,0.153,@FoxNews,0.0,Dad charged after baby found crawling across New Jersey road https://t.co/I5WHAp4ArI,46
0.0,Sun Sep 30 13:51:20 +0000 2018,1.0,0.0,@FoxNews,0.0,"RT @FoxNewsSunday: On potential meeting between President Trump and Deputy AG Rod Rosenstein, @PressSec tells Chris: A date for that hasn’t…",47
0.0,Sun Sep 30 13:41:53 +0000 2018,1.0,0.0,@FoxNews,0.0,.@POTUS to hold rallies in four states this week https://t.co/f1OkDGaZb4,48
0.0,Sun Sep 30 13:41:01 +0000 2018,1.0,0.0,@FoxNews,0.0,.@WVGovernor: “We think he stands for all the right things. The stuff he’s doing for this nation is unbelievable.”… https://t.co/bDSJbRhUT1,49
0.6124,Sun Sep 30 13:40:03 +0000 2018,0.783,0.0,@FoxNews,0.217,"RT @FoxNewsSunday: On FBI Investigation, @PressSec tells Chris: This can’t become a fishing expedition like the Democrats would like to see…",50
0.0,Sun Sep 30 13:37:52 +0000 2018,1.0,0.0,@FoxNews,0.0,"RT @FoxNewsSunday: On reports of the White House limiting FBI Investigation, @PressSec tells Chris: The White House is not micromanaging th…",51
0.0258,Sun Sep 30 13:30:02 +0000 2018,0.611,0.191,@FoxNews,0.198,Tunnel to Towers helps families of the fallen @foxandfriends https://t.co/w15THVGCev,52
0.8176,Sun Sep 30 13:23:15 +0000 2018,0.667,0.0,@FoxNews,0.333,"RT @FoxNewsResearch: Supreme Court Firsts:
•Convened: Feb. 1, 1790
•Major legal decision: Chisholm v. Georgia (1793)
•Chief Justice: John J…",53
0.0,Sun Sep 30 13:21:30 +0000 2018,1.0,0.0,@FoxNews,0.0,RT @FoxNewsSunday: .@PressSec adds that the meeting could get pushed back another week given all that's happened with the #KavanaughConfirm…,54
0.4939,Sun Sep 30 13:17:00 +0000 2018,0.814,0.0,@FoxNews,0.186,Rudy Giuliani: “We have to take care of the wounded and the fallen.” @foxandfriends https://t.co/MvgNzv616o,55
0.0,Sun Sep 30 13:16:13 +0000 2018,1.0,0.0,@FoxNews,0.0,"RT @FoxNewsSunday: On Trump/Rosenstein meeting, @PressSec tells Chris: A date for that hasn’t been set, it could be this week.",56
-0.4588,Sun Sep 30 13:08:56 +0000 2018,0.824,0.176,@FoxNews,0.0,"RT @FoxNewsSunday: On FBI Investigation, @PressSec tells Chris: The Democrats have exploited Dr. Ford. #Kavanaugh",57
0.6124,Sun Sep 30 13:08:09 +0000 2018,0.783,0.0,@FoxNews,0.217,"RT @FoxNewsSunday: On FBI Investigation, @PressSec tells Chris: This can’t become a fishing expedition like the Democrats would like to see…",58
0.0,Sun Sep 30 13:08:01 +0000 2018,1.0,0.0,@FoxNews,0.0,"RT @FoxNewsSunday: On reports of limiting FBI Investigation, @PressSec tells Chris: The WH is not micromanaging this process.  The Senate i…",59
0.5919,Sun Sep 30 13:00:01 +0000 2018,0.778,0.0,@FoxNews,0.222,"TONIGHT: Don't miss Kentucky Gov. @MattBevin on ""Life, Liberty and Levin"" hosted by @marklevinshow. Tune in at 11p… https://t.co/CrzhMi49Cu",60
-0.1779,Sun Sep 30 12:53:23 +0000 2018,0.909,0.091,@FoxNews,0.0,"US warship sails by contested island chain in South China Sea in message to Beijing, official says https://t.co/nNwYFbWrQx",61
0.0,Sun Sep 30 12:30:00 +0000 2018,1.0,0.0,@FoxNews,0.0,"Kanye West delivers pro-Trump speech on 'Saturday Night Live,' receives boos from audience https://t.co/IgXXOYxHid",62
-0.7717,Sun Sep 30 12:10:00 +0000 2018,0.588,0.412,@FoxNews,0.0,Tennessee State's Christion Abercrombie in critical condition after emergency surgery for head injury https://t.co/Q7qSPpRr7g,63
0.0,Sun Sep 30 12:00:01 +0000 2018,1.0,0.0,@FoxNews,0.0,Andrew McCarthy: “This investigation is not a trial.” @foxandfriends https://t.co/GQgxJgDFS7 https://t.co/ZANKjq4Ufv,64
0.0,Sun Sep 30 11:35:00 +0000 2018,1.0,0.0,@FoxNews,0.0,Manuel Padilla Jr.: “We just need the wall.” @foxandfriends https://t.co/au8gQOdNUW,65
-0.4404,Sun Sep 30 11:15:00 +0000 2018,0.769,0.231,@FoxNews,0.0,Beto O'Rourke says passenger backs his claim of not fleeing after 1998 DUI crash https://t.co/dO6QX4ovZP,66
-0.4019,Sun Sep 30 11:01:41 +0000 2018,0.732,0.176,@FoxNews,0.093,"Christopher Scalia: “On a general level, he wouldn’t be terribly surprised about the intensity surrounding this Sup… https://t.co/DdmovEJXN1",67
-0.1027,Sun Sep 30 10:39:00 +0000 2018,0.928,0.072,@FoxNews,0.0,.@nedryun: “I am stunned at this behavior. We are just over a year removed from @SteveScalise and Republicans being… https://t.co/uVQJLmEEMS,68
0.5106,Sun Sep 30 10:32:00 +0000 2018,0.852,0.0,@FoxNews,0.148,.@RCamposDuffy: “So Matt Damon has millions of dollars to defend his name…but they’re gonna make fun of and critici… https://t.co/osUkW6hgd9,69
-0.9246,Sun Sep 30 10:25:00 +0000 2018,0.41,0.59,@FoxNews,0.0,"Maxine Waters denies staffer leaked GOP senators' data, blasts 'dangerous lies' and 'conspiracy theories' https://t.co/wgr7Wg2AjS",70
-0.5106,Sun Sep 30 10:15:00 +0000 2018,0.708,0.292,@FoxNews,0.0,Washington man gets prison for overharvesting sea cucumbers https://t.co/zx7hhdTHcs,71
0.0,Sun Sep 30 10:08:00 +0000 2018,1.0,0.0,@FoxNews,0.0,Rep. Nancy Pelosi Calls Republicans 'Despicable' in Fundraising Email https://t.co/z3SG4ue2Ul,72
0.0,Sun Sep 30 10:00:01 +0000 2018,1.0,0.0,@FoxNews,0.0,"President @realDonaldTrump addressed the FBI investigation into Judge Kavanaugh Saturday: ""Well, I think it's fine.… https://t.co/MzNaxuVQcP",73
-0.1132,Sun Sep 30 09:52:00 +0000 2018,0.516,0.251,@FoxNews,0.232,OPINION: Why is the Kavanaugh Supreme Court fight so vicious? Because government is too important https://t.co/NDCay9Dh7e,74
0.7579,Sun Sep 30 09:45:00 +0000 2018,0.606,0.0,@FoxNews,0.394,".@POTUS: ""America is winning again and America is respected again."" https://t.co/Hb6tsSw9Lg https://t.co/oHWP4VhOQq",75
0.4588,Sun Sep 30 09:37:00 +0000 2018,0.8,0.0,@FoxNews,0.2,"Demi Lovato’s overdose sparked massive interest in Narcan, president says (via @FoxBusiness) https://t.co/XXffMHkho6",76
0.0,Sun Sep 30 09:30:01 +0000 2018,1.0,0.0,@FoxNews,0.0,"President @realDonaldTrump: ""Republicans believe America should be a sanctuary for law abiding Americans, not crimi… https://t.co/HZxcQFhdvr",77
0.0,Sun Sep 30 09:23:00 +0000 2018,1.0,0.0,@FoxNews,0.0,Call him 'Ye' — Kanye West announced his new name ahead of 'SNL' appearance https://t.co/HOhvUollDU,78
0.2584,Sun Sep 30 09:15:00 +0000 2018,0.887,0.0,@FoxNews,0.113,"President @realDonaldTrump on @SenFeinstein's response that she didn't leak the Ford document: ""That was really bad… https://t.co/FFW4rC71tx",79
0.5106,Sun Sep 30 09:08:00 +0000 2018,0.732,0.0,@FoxNews,0.268,Indonesia tsunami toll tops 800 amid search for survivors https://t.co/8gNaRfHl8m,80
0.4927,Sun Sep 30 09:00:01 +0000 2018,0.849,0.0,@FoxNews,0.151,"President @realDonaldTrump: ""A vote to confirm Judge Kavanaugh is a vote to confirm one of the most accomplished le… https://t.co/py79sTMxCU",81
0.5994,Sun Sep 30 08:52:00 +0000 2018,0.822,0.0,@FoxNews,0.178,.@USMC Cpl. Justen L. Hagstrom watches a CH-53E Super Stallion aircraft conduct an aerial refuel as part of a cours… https://t.co/3iwS6ogpV3,82
0.3384,Sun Sep 30 08:45:00 +0000 2018,0.854,0.0,@FoxNews,0.146,"President @realDonaldTrump on trade: ""China, we're taking them on very strongly. First time ever.""… https://t.co/7Usk6A2jZk",83
0.0,Sun Sep 30 08:37:00 +0000 2018,1.0,0.0,@FoxNews,0.0,'Don't Lie to Me': Barbra Streisand Blasts President Trump in Song Off 'Walls' Album https://t.co/3lrA4P2bTX,84
-0.5423,Sun Sep 30 08:30:00 +0000 2018,0.741,0.259,@FoxNews,0.0,"Peter Navarro: “NAFTA was a tremendous, tremendous harm to this country.” https://t.co/Q4nE98hCIJ",85
-0.4767,Sun Sep 30 08:21:00 +0000 2018,0.86,0.14,@FoxNews,0.0,"Steve Hilton: ""Just as we're moving in the right direction on gender equality, we're moving in the wrong direction… https://t.co/2o3tOgzGIn",86
0.7351,Sun Sep 30 08:15:00 +0000 2018,0.763,0.0,@FoxNews,0.237,Peter Navarro: “Most of the big issues are solved with Canada. It’s a great deal for all three countries in that it… https://t.co/skckszOgD2,87
-0.4767,Sun Sep 30 08:07:00 +0000 2018,0.734,0.174,@FoxNews,0.093,Angelica Cervantes’ son Erick Silva was among 58 killed in the Las Vegas mass shooting. He was a security guard at… https://t.co/2hw7nYuSBK,88
-0.3412,Sun Sep 30 08:00:00 +0000 2018,0.901,0.099,@FoxNews,0.0,"Peter Navarro: “At the end of the day, this president is not going to take a deal that’s not good for this county.” https://t.co/SrMapfHqpu",89
-0.2023,Sun Sep 30 07:45:00 +0000 2018,0.899,0.101,@FoxNews,0.0,"President @realDonaldTrump: ""They wanna fight that wall for political purposes. But we're building it...we'll get i… https://t.co/3VjFY7t3dF",90
